"New Orleans, LA","B (Tropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"New York, United States","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), W (Monsoon), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Ngerulmud, Palau","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Niamey, Niger","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Nicosia, Cyprus","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Norman Wells, NT","F (Subarctic), B2 (Mild Summer)","F (Subarctic), W (Monsoon), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)"
"North Lakes, AK","D (Temperate), B1 (Cold Summer)","A (Supertropical), W (Monsoon), Z2 (Hyperthermal Summer)","Z (Ultratropical), H (Humid), Z1 (Scorching Hot Summer)"
"Nouakchott, Mauritania","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)"
"Nouméa, New Caledonia (FR)","B (Tropical), S (Semiarid), A2 (Very Hot Summer)","B (Tropical), H (Humid), A1 (Hot Summer)","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Novosibirsk, Russia","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Nukuʻalofa, Tonga","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Nuuk, Greenland (DK)","D (Temperate), C2 (Very Cold Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)","Z (Ultratropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Oklahoma City, OK","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Olympia, WA","C (Subtropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), G (Semihumid), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Omsk, Russia","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), D (Arid Desert), A1 (Hot Summer)","D (Temperate), D (Arid Desert), A1 (Hot Summer)"
"Oranjestad, Aruba (NL)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)"
"Orlando, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Osaka–Kobe–Kyoto, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Oslo, Norway","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A1 (Hot Summer)"
"Ottawa, Canada","E (Continental), H (Humid), A1 (Hot Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Ottawa, ON","E (Continental), H (Humid), A1 (Hot Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Ouagadougou, Burkina Faso","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Pago Pago, American Samoa (US)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Palikir, Federated States of Micronesia","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Palmer, AK","E (Continental), B1 (Cold Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","Z (Ultratropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Panama City, Panama","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Pangnirtung, NU","F (Subarctic), C1 (Freezing Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Papeete, French Polynesia (FR)","A (Supertropical), H (Humid), A1 (Hot Summer)","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Paradise, NL","D (Temperate), B1 (Cold Summer)","C (Subtropical), C1 (Freezing Summer)","Z (Ultratropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Paramaribo, Suriname","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Paris, France","C (Subtropical), G (Semihumid), B2 (Mild Summer)","C (Subtropical), S (Semiarid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Philadelphia, PA–NJ–DE–MD","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), W (Monsoon), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Philipsburg, Sint Maarten (NL)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Phnom Penh, Cambodia","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A1 (Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Phoenix–Mesa–Scottsdale, AZ","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Phungling, Nepal","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), A1 (Hot Summer)","B (Tropical), G (Semihumid), A2 (Very Hot Summer)"
"Pierre, SD","D (Temperate), S (Semiarid), A1 (Hot Summer)","D (Temperate), G (Semihumid), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Pittsburgh, PA","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), W (Monsoon), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Podgorica, Montenegro","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Ponta Delgada, Azores (PT)","B (Tropical), M (Mediterranean), A1 (Hot Summer)","B (Tropical), M (Mediterranean), B2 (Mild Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"Port Louis, Mauritius","B (Tropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Port Moresby, Papua New Guinea","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A1 (Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Port Vila, Vanuatu","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Port of Spain, Trinidad and Tobago","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Port-au-Prince, Haiti","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A1 (Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Portage la Prairie, MB","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Portland, OR–WA","C (Subtropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), H (Humid), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Porto-Novo, Benin","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A1 (Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Prague, Czech Republic","D (Temperate), S (Semiarid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Praia, Cabo Verde","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Prince Albert, SK","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Pristina, Kosovo","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), H (Humid), A2 (Very Hot Summer)"
"Providence, RI–MA","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), D (Arid Desert), A2 (Very Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)"
"Prudhoe Bay, AK","G (Arctic), B1 (Cold Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","Z (Ultratropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Pyongyang, North Korea","D (Temperate), W (Monsoon), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Qikiqtarjuaq, NU","F (Subarctic), C1 (Freezing Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z2 (Hyperthermal Summer)"
"Quebec City, QC","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), H (Humid), B2 (Mild Summer)"
"Quito, Ecuador","B (Tropical), B1 (Cold Summer)","C (Subtropical), C2 (Very Cold Summer)","C (Subtropical), C2 (Very Cold Summer)"
"Rabat, Morocco","B (Tropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), H (Humid), A1 (Hot Summer)"
"Raleigh, NC","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Rankin Inlet, NU","G (Arctic), C2 (Very Cold Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Red Deer, AB","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), D (Arid Desert), A2 (Very Hot Summer)"
"Regina, SK","E (Continental), S (Semiarid), B2 (Mild Summer)","E (Continental), G (Semihumid), B2 (Mild Summer)","D (Temperate), D (Arid Desert), B2 (Mild Summer)"
"Rexburg, ID","D (Temperate), S (Semiarid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Reykjavík, Iceland","C (Subtropical), C2 (Very Cold Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","Z (Ultratropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Richmond, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Richmond, VA","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Riga, Latvia","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), H (Humid), A2 (Very Hot Summer)"
"Rio de Janeiro, Brazil","A (Supertropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), H (Humid), A1 (Hot Summer)"
"Riverside–San Bernardino, CA","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), H (Humid), A1 (Hot Summer)","B (Tropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Riyadh, Saudi Arabia","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Road Town, British Virgin Islands (UK)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)"
"Rome, Italy","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), W (Monsoon), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Roseau, Dominica","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Sacramento, CA","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Saint John, NB","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), H (Humid), B2 (Mild Summer)","C (Subtropical), G (Semihumid), B1 (Cold Summer)"
"Saint-Pierre, Saint-Pierre & Miquelon (FR)","D (Temperate), B1 (Cold Summer)","F (Subarctic), C2 (Very Cold Summer)","Z (Ultratropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Saipan, Northern Mariana Islands (US)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Salango Island, Ecuador","A (Supertropical), D (Arid Desert), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), G (Semihumid), Z2 (Hyperthermal Summer)"
"Salem, OR","C (Subtropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), G (Semihumid), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Salt Lake City, UT","D (Temperate), S (Semiarid), A1 (Hot Summer)","D (Temperate), G (Semihumid), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"San Antonio, TX","B (Tropical), S (Semiarid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"San Diego, CA","B (Tropical), D (Arid Desert), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
"San Francisco–Oakland, CA","B (Tropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"San Jose, CA","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"San José de la Joya, Mexico","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"San José, Costa Rica","B (Tropical), H (Humid), A1 (Hot Summer)","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"San Juan, PR","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"San Juan, Puerto Rico (US)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"San Marino, San Marino","C (Subtropical), G (Semihumid), A1 (Hot Summer)","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)","C (Subtropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"San Salvador, El Salvador","A (Supertropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Sana'a, Yemen","B (Tropical), D (Arid Desert), B2 (Mild Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), H (Humid), A1 (Hot Summer)"
"Santa Fe, NM","D (Temperate), S (Semiarid), A1 (Hot Summer)","D (Temperate), G (Semihumid), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Santiago, Chile","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Santo Domingo, Dominican Republic","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Santo Domingo, Ecuador","A (Supertropical), H (Humid), A1 (Hot Summer)","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)"
"Sarajevo, Bosnia and Herzegovina","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Saskatoon, SK","E (Continental), S (Semiarid), B2 (Mild Summer)","E (Continental), G (Semihumid), B2 (Mild Summer)","D (Temperate), S (Semiarid), B2 (Mild Summer)"
"Seattle–Tacoma, WA","C (Subtropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), H (Humid), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Sedona, AZ","C (Subtropical), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Seoul–Incheon, South Korea","D (Temperate), W (Monsoon), A2 (Very Hot Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Shanghai, China","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Sharistan, Afghanistan","E (Continental), M (Mediterranean), B2 (Mild Summer)","E (Continental), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)"
"Sharmokhiya, Iraq","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), M (Mediterranean), A1 (Hot Summer)"
"Shenyang, China","E (Continental), W (Monsoon), A2 (Very Hot Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Shenzhen, China","B (Tropical), W (Monsoon), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Shoshoni, WY","D (Temperate), D (Arid Desert), A1 (Hot Summer)","D (Temperate), G (Semihumid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Singapore, Singapore","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Sitka, AK","D (Temperate), B1 (Cold Summer)","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)","Z (Ultratropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Skopje, North Macedonia","C (Subtropical), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Sofia, Bulgaria","D (Temperate), G (Semihumid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), H (Humid), A1 (Hot Summer)"
"Springfield, IL","D (Temperate), G (Semihumid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)"
"Sri Jayawardenepura Kotte, Sri Lanka","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"St. Albert, AB","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), D (Arid Desert), A2 (Very Hot Summer)"
"St. George's, Grenada","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"St. John's, Antigua and Barbuda","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"St. John's, NL","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), Z1 (Scorching Hot Summer)"
"St. Louis, MO–IL","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), H (Humid), B1 (Cold Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Stanley, Falkland Islands (UK)","C (Subtropical), C2 (Very Cold Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","Z (Ultratropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Steele Creek, AK","F (Subarctic), B2 (Mild Summer)","F (Subarctic), S (Semiarid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Steinbach, MB","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)"
"Sterling, AK","D (Temperate), B1 (Cold Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","Z (Ultratropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Stockholm, Sweden","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)"
"Sucre, Bolivia","B (Tropical), W (Monsoon), B2 (Mild Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)"
"Surrey, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), G (Semihumid), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Suva, Fiji","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Swift Current, SK","E (Continental), S (Semiarid), B2 (Mild Summer)","E (Continental), D (Arid Desert), B1 (Cold Summer)","D (Temperate), H (Humid), B1 (Cold Summer)"
"São Paulo, Brazil","B (Tropical), H (Humid), A1 (Hot Summer)","B (Tropical), W (Monsoon), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"São Tomé, São Tomé and Príncipe","A (Supertropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","B (Tropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Taipei, Taiwan","B (Tropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), Z2 (Hyperthermal Summer)"
"Tallahassee, FL","B (Tropical), H (Humid), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Tallinn, Estonia","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Tampa–St. Petersburg, FL","B (Tropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Tanaina, AK","D (Temperate), B1 (Cold Summer)","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)","Z (Ultratropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Tarawa, Kiribati","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Tashkent, Uzbekistan","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Tbilisi, Georgia","C (Subtropical), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Tegucigalpa, Honduras","B (Tropical), S (Semiarid), A1 (Hot Summer)","B (Tropical), S (Semiarid), B2 (Mild Summer)","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)"
